# output_current.csv run at 2017-07-18 00:00:00 PDT on 2948 links
link_name,currA_real,currA_imag,currB_real,currB_imag,currC_real,currC_imag
394-475768-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-475769-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-476075-0,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000
394-476077-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-476079-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-476088-0,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-476090-0,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000
394-476092-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-476099-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-494634-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-494636-0,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000
394-494638-0,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
394-494640-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-494642-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-494644-0,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
394-494646-0,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-494648-0,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000
394-494650-0,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
394-494652-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-494654-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-494656-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-494658-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-641514-0,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-811131-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-811132-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-811134-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-811147-0,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-811149-0,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000
394-811151-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-811153-0,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-811155-0,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000
394-811157-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-811243-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-811362-0,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-811364-0,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000
394-811366-0,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
394-811368-0,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-811370-0,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000
394-811372-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-811374-0,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-811376-0,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000
394-811378-0,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
394-812026-0,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
394-812028-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-812030-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-813183-0,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000
394-813185-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-813192-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-813193-0,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
394-813484-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-813485-0,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-813487,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-819888-0,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-819890-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-819892-0,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000
394-819900-0,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
394-819902-0,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
394-819904-0,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000
394-819918-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-819920-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-819922-0,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000
394-819924-0,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
394-819926-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-819928-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-819956-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-819958-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-819960-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-819962-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-819970-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-819972-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-819974-0,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000
394-820016-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-820018-0,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
394-820020-0,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000
394-820022-0,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-820024-0,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
394-820026-0,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000
394-820034-0,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-820036-0,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
394-820038-0,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000
394-995861-0,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-995863-0,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
394-995865-0,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000
394-995883-0,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-995884-0,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000
394-995885-0,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
394-995900-0,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
394-995901-0,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-995903-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-995905-0,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000
394-995907-0,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-995909-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-995911-0,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000
394-995913-0,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-995914-0,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000
394-995915-0,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
394-995919-0,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
394-995920-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-995921-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
411-1086931-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
411-1086932-0,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000
411-1086933-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
411-1469037-0,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
411-1469038-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
411-1469039-0,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
411-1469342-0,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
411-1469343-0,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000
411-1469360-0,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
411-1538227-0,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
411-1538228-0,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000
411-1538229-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
411-1538230-0,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
411-1538231-0,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000
411-1538232-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
411-1815280-0,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
411-1815281-0,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000
411-2003001-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
411-2003002-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
411-2003003-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
411-2055456-0,10.627621,-0.032025,0.000000,0.000000,0.000000,0.000000
411-2055457-0,0.000000,0.000000,-5.321913,-9.186353,0.000000,0.000000
411-2055458-0,0.000000,0.000000,0.000000,0.000000,-5.335157,9.265735
411-2063440-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
411-2063442-0,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
411-2063443-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
411-2063444-0,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
411-2063445-0,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000
411-2063446-0,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000
411-255202-0,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000
411-255204-0,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
411-255205-0,0.000000,0.000000,-5.321913,-9.186353,0.000000,0.000000
411-255211-0,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
411-255214-0,0.000000,0.000000,0.000000,0.000000,-5.335157,9.265735
411-255217-0,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000
411-255219-0,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000
411-255221-0,10.627621,-0.032025,0.000000,0.000000,0.000000,0.000000
411-255222-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
411-255223-0,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000
411-255224-0,0.000000,0.000000,-5.321913,-9.186353,0.000000,0.000000
411-255226-0,10.627621,-0.032025,0.000000,0.000000,0.000000,0.000000
411-255227-0,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
411-255228-0,0.000000,0.000000,0.000000,0.000000,-5.335157,9.265735
411-255229-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
411-255231-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
411-268076-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
411-268077-0,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000
411-268078-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
411-692031-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
411-907109-0,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
411-907110-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
411-907111-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
411-907112-0,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
A-395-1456560,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
A-395-1456879,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
A-395-1525090,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
A-395-1525096,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
A-395-1800908,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
A-395-277258,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
A-395-277272,10.627621,-0.032025,0.000000,0.000000,0.000000,0.000000
A-395-277278,10.627621,-0.032025,0.000000,0.000000,0.000000,0.000000
A-395-926291,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
B-395-1456561,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000
B-395-1456881,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000
B-395-1525092,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
B-395-1525098,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000
B-395-1800910,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000
B-395-277251,0.000000,0.000000,-5.321913,-9.186353,0.000000,0.000000
B-395-277275,0.000000,0.000000,-5.321913,-9.186353,0.000000,0.000000
B-395-277286,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
B-395-926293,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000
C-395-1456562,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000
C-395-1456883,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
C-395-1525094,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
C-395-1525100,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000
C-395-277262,0.000000,0.000000,0.000000,0.000000,-5.335157,9.265735
C-395-277266,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000
C-395-277281,0.000000,0.000000,0.000000,0.000000,-5.335157,9.265735
C-395-926295,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
C-395-926297,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
389-3050623-0,201.003391,-54.013479,-147.278740,-147.067303,-53.724650,201.080782
389-3107585-0,201.003391,-54.013479,-147.278740,-147.067303,-53.724650,201.080782
394-1023108-0,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-1023109-0,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000
394-1023110-0,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000
394-1027858-0,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
394-1027860-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-1027862-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-1031406,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-1031408,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000
394-1031410,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000
394-1906874-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-1906875-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-1906876-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-1906877-0,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
394-1906878-0,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000
394-1906879-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-2007069-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-2007070-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-2007071-0,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
394-2007075-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-2007076-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-2007077-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-2500292-0,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
394-2500293-0,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000
394-2500294-0,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
394-2500330-0,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
394-2500332-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-2500334-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-2500336-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-2500338-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-2500340-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-2500342-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-2505993-0,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
394-2505995-0,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000
394-2505997-0,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
394-858328-0,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-858353-0,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
394-858355-0,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000
394-858357-0,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000
394-858369-0,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
394-858371-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-858373-0,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
394-858375-0,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-858376-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-858377-0,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000
394-858378-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-858379-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-858380-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-858387-0,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-858389-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-858391-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-858393-0,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-858394-0,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000
394-858395-0,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
394-858400-0,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
394-858402-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-858404-0,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000
394-858406-0,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
394-858408-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-858410-0,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000
394-858453-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-858454-0,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
394-858455-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-858456-0,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
394-858457-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-858458-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-858498-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-858499-0,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000
394-858500-0,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000
394-858502-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-858504-0,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000
394-858506-0,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000
394-858559-0,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
394-858561-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-858563-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-858572-0,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
394-858574-0,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000
394-858576-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-858584-0,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
394-858586-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-858588-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-858896-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-858898-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-858900-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-858908-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-858910-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-858912-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-858913-0,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
394-858915-0,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000
394-859534-0,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
394-859535-0,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000
394-859536-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-859537-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-859538-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-859539-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-859543-0,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
394-859544-0,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000
394-859545-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-859559-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-859560-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-859561-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-859563-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-859565-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-859567-0,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
394-859581-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-859582-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-859583-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-859590-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-859591-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-859592-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-859596-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-859597-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-859598-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-859602-0,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
394-859603-0,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000
394-859604-0,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
394-859605-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-859606-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-859607-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-859663-0,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
394-859664-0,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000
394-859665-0,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000
394-859669-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-859670-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-859671-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
411-1175269-0,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
411-1175274-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
411-1175278-0,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000
411-2150259-0,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
411-2150260-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
411-2150261-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
411-2150262-0,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
411-2150263-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
411-2150264-0,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000
411-732703-0,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
411-732944-0,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000
411-732945-0,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000
411-732946-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
411-732947-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
411-732948-0,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000
411-732949-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
411-732950-0,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000
411-732951-0,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000
411-732952-0,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
411-732953-0,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000
411-732954-0,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
411-733588-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
411-733589-0,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000
411-733590-0,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000
411-734256-0,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
411-734257-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
411-734258-0,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000
411-734259-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
411-734260-0,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000
411-734261-0,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
411-734277-0,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
411-734278-0,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000
411-734279-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
411-734280-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
411-734281-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
411-734282-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
411-734292-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
411-734293-0,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000
411-734294-0,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000
411-734634-0,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
411-734635-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
411-734636-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
411-734880-0,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
411-734881-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
411-734882-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
411-734886-0,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
411-734887-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
411-734888-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
411-887842-0,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
411-887843-0,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000
411-887844-0,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000
A-395-2135214,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
A-395-2135220,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
A-395-757001,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
A-395-757247,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
A-395-757253,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
A-395-757258,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
A-395-758542,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
A-395-758966,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
A-395-758971,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
A-395-758995,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
